Region,City,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Payment Mode,Year,Month,Sales_log
East,Patna,Home Decor,Vase,5,6383,5,30319.25,COD,2025,3,10.3195710851049
North,Jaipur,Electronics,Camera,4,19136,10,68889.6,Debit Card,2024,3,11.140275018086257
West,Ahmedabad,Electronics,Camera,1,24046,20,19236.8,Net Banking,2025,6,9.864632372567451
South,Coimbatore,Beauty,Shampoo,5,52962,15,225088.5,Credit Card,2025,4,12.324253379871728
South,Bangalore,Furniture,Sofa,4,697,20,2230.4,Credit Card,2024,7,7.710384470159079
West,Goa,Beauty,Foundation,4,64428,0,257712.0,Net Banking,2023,10,12.459601841623423
South,Hyderabad,Beauty,Shampoo,1,15196,5,14436.2,COD,2025,5,9.57756348782748
North,Delhi,Furniture,Chair,2,78645,5,149425.5,Debit Card,2023,11,11.914559912122913
South,Bangalore,Clothing,Accessories,4,66392,0,265568.0,UPI,2024,6,12.489629972905002
East,Patna,Home Decor,Lamp,3,53780,5,153273.0,Net Banking,2024,6,11.939982448388434
North,Lucknow,Books,Fiction,5,27298,15,116016.5,Credit Card,2025,9,11.66149632077893
South,Thiruvananthapuram,Books,Textbook,1,72532,5,68905.4,Net Banking,2024,1,11.140504340931736
North,Lucknow,Electronics,Camera,5,32758,5,155600.5,Net Banking,2024,9,11.955053530782791
West,Mumbai,Electronics,Headphones,1,50673,0,50673.0,COD,2024,8,10.833168237529042
East,Kolkata,Beauty,Foundation,3,51988,5,148165.8,UPI,2025,4,11.906093945155096
North,Chandigarh,Furniture,Bed,5,50808,20,203232.0,Debit Card,2024,5,12.22210838307556
West,Pune,Sports,Dumbbells,1,60395,10,54355.5,UPI,2024,10,10.90331948061461
South,Chennai,Kitchen,Cookware Set,4,18577,0,74308.0,UPI,2025,8,11.215987353921955
North,Lucknow,Toys,RC Car,5,42091,15,178886.75,Net Banking,2024,3,12.094513793144532
East,Guwahati,Home Decor,Vase,2,48342,10,87015.6,Net Banking,2023,11,11.37385418403354
North,Chandigarh,Furniture,Sofa,5,14484,10,65178.0,UPI,2024,5,11.084892610144374
South,Chennai,Beauty,Shampoo,3,75112,0,225336.0,UPI,2025,6,12.32535233841395
North,Delhi,Furniture,Bed,1,61423,5,58351.85,Net Banking,2024,9,10.974263479709572
South,Coimbatore,Toys,Board Game,5,68955,5,327536.25,Net Banking,2024,7,12.699357068047503
East,Ranchi,Home Decor,Vase,2,54662,20,87459.2,Debit Card,2025,4,11.378939111723959
East,Ranchi,Toys,Puzzle,1,25673,0,25673.0,Net Banking,2023,12,10.153234085644872
North,Delhi,Beauty,Perfume,5,70511,0,352555.0,COD,2025,1,12.77296475386494
North,Jaipur,Books,Comics,5,27101,10,121954.5,UPI,2024,5,11.711411503078075
East,Kolkata,Electronics,Headphones,4,58124,15,197621.6,Debit Card,2023,12,12.194114430225508
South,Bangalore,Toys,Action Figure,4,76344,10,274838.4,UPI,2024,5,12.523942206054286
West,Pune,Sports,Cricket Bat,3,79811,5,227461.35,Net Banking,2025,6,12.33474000917192
West,Surat,Groceries,Wheat,3,47051,10,127037.7,Credit Card,2024,10,11.752247043431124
North,Delhi,Groceries,Wheat,1,79212,0,79212.0,Credit Card,2025,5,11.279895705746931
North,Chandigarh,Furniture,Chair,3,27980,15,71349.0,Debit Card,2024,1,11.175352622904983
West,Goa,Electronics,Mobile,2,33835,15,57519.5,UPI,2025,2,10.959896684985798
West,Pune,Kitchen,Refrigerator,2,55696,15,94683.2,COD,2024,3,11.45830242259335
West,Mumbai,Electronics,Mobile,4,67835,0,271340.0,UPI,2025,2,12.511131611445643
East,Guwahati,Home Decor,Cushion,4,37394,20,119660.8,Net Banking,2024,7,11.692424709451643
East,Kolkata,Kitchen,Mixer Grinder,4,40507,5,153926.6,COD,2025,7,11.94423764097994
East,Patna,Kitchen,Microwave,2,5015,0,10030.0,Net Banking,2023,11,9.213435576883485
South,Hyderabad,Clothing,Men's Wear,4,58878,20,188409.6,Credit Card,2024,9,12.146378902811321
North,Chandigarh,Clothing,Kids Wear,1,5141,0,5141.0,Debit Card,2024,11,8.545197387825835
South,Bangalore,Sports,Dumbbells,1,7226,10,6503.4,Credit Card,2024,10,8.780234149951568
West,Surat,Electronics,Laptop,5,27669,0,138345.0,UPI,2024,10,11.83751307261785
South,Thiruvananthapuram,Groceries,Wheat,3,43125,10,116437.5,Credit Card,2024,3,11.665118515605508
North,Jaipur,Books,Fiction,5,54056,10,243252.0,COD,2024,3,12.401857332962951
South,Hyderabad,Beauty,Face Cream,2,21407,15,36391.9,Credit Card,2023,11,10.502128979654087
West,Goa,Furniture,Cabinet,4,26792,0,107168.0,Net Banking,2025,6,11.582162306694022
South,Thiruvananthapuram,Furniture,Sofa,1,17266,5,16402.7,Debit Card,2025,8,9.705262198122334
South,Bangalore,Electronics,Mobile,4,28866,15,98144.4,UPI,2023,11,11.494205331566068
East,Bhubaneswar,Groceries,Sugar,2,72768,15,123705.6,Credit Card,2024,7,11.725667911848122
West,Surat,Furniture,Chair,5,44620,0,223100.0,Net Banking,2023,10,12.315379862705514
East,Guwahati,Books,Comics,4,39237,5,149100.6,Credit Card,2024,7,11.912383231748237
East,Kolkata,Furniture,Chair,5,28761,15,122234.25,Credit Card,2024,5,11.713702745661063
East,Bhubaneswar,Sports,Football,3,28696,20,68870.4,UPI,2024,8,11.139996276486624
East,Bhubaneswar,Kitchen,Mixer Grinder,3,13698,20,32875.2,Debit Card,2023,10,10.400504270715029
West,Ahmedabad,Kitchen,Juicer,1,67733,5,64346.35,UPI,2024,10,11.07205103113513
South,Bangalore,Sports,Yoga Mat,5,22546,5,107093.5,Net Banking,2025,8,11.581466901242301
West,Mumbai,Clothing,Kids Wear,3,72254,15,184247.7,COD,2025,2,12.124041754395757
East,Kolkata,Kitchen,Mixer Grinder,1,8062,5,7658.9,Net Banking,2024,7,8.943754207819135
South,Coimbatore,Electronics,Camera,1,70715,15,60107.75,UPI,2024,11,11.0039107006082
East,Kolkata,Home Decor,Clock,1,25415,10,22873.5,UPI,2025,6,10.037778031981336
East,Guwahati,Home Decor,Vase,2,20517,20,32827.2,Credit Card,2025,6,10.399043181091224
North,Amritsar,Sports,Football,2,69618,0,139236.0,Net Banking,2024,8,11.843932796160374
West,Mumbai,Home Decor,Cushion,2,33205,20,53128.0,Credit Card,2024,7,10.880478197509905
South,Chennai,Toys,Board Game,4,71919,20,230140.8,UPI,2024,9,12.346450919673012
West,Pune,Kitchen,Microwave,1,52774,5,50135.3,COD,2024,1,10.82250057561088
North,Delhi,Groceries,Oil,4,12610,20,40352.0,COD,2025,7,10.605421020376692
North,Amritsar,Home Decor,Cushion,1,34831,10,31347.9,UPI,2023,10,10.35293445772618
South,Chennai,Kitchen,Cookware Set,4,44710,20,143072.0,Net Banking,2025,1,11.871110268497091
South,Bangalore,Clothing,Shoes,3,1260,0,3780.0,Credit Card,2025,5,8.237743803890933
East,Kolkata,Kitchen,Cookware Set,1,17584,10,15825.6,Net Banking,2024,1,9.669447347746708
East,Patna,Books,Biography,3,31082,10,83921.4,Debit Card,2024,7,11.33764784132664
West,Ahmedabad,Home Decor,Lamp,2,35165,15,59780.5,Debit Card,2025,4,10.998451527527145
West,Mumbai,Clothing,Accessories,4,67674,5,257161.2,UPI,2024,11,12.457462293204253
West,Mumbai,Beauty,Face Cream,4,67151,5,255173.8,Debit Card,2024,10,12.449704079495552
South,Coimbatore,Clothing,Women's Wear,1,7087,0,7087.0,Net Banking,2023,11,8.866158492284917
North,Jaipur,Groceries,Wheat,3,44103,15,112462.65,UPI,2025,5,11.630385337303858
West,Surat,Toys,Action Figure,1,54671,0,54671.0,UPI,2025,10,10.909106974355073
East,Patna,Toys,RC Car,1,28783,5,27343.85,UPI,2023,11,10.216283490302306
North,Lucknow,Home Decor,Clock,5,26170,15,111222.5,UPI,2025,1,11.619296969406633
East,Patna,Home Decor,Clock,2,20101,15,34171.7,Debit Card,2023,10,10.439182358668983
West,Surat,Sports,Dumbbells,5,41691,20,166764.0,COD,2024,4,12.024340914754648
West,Mumbai,Furniture,Cabinet,4,51848,0,207392.0,Debit Card,2024,4,12.24237082300258
North,Lucknow,Electronics,Laptop,1,14010,20,11208.0,UPI,2025,6,9.324472306021095
South,Chennai,Clothing,Kids Wear,2,78959,10,142126.2,Debit Card,2024,10,11.864477710264607
East,Ranchi,Furniture,Table,3,59052,5,168298.2,Debit Card,2023,11,12.033498626751081
West,Surat,Groceries,Wheat,1,24888,20,19910.4,Net Banking,2023,10,9.899047711010066
South,Bangalore,Beauty,Perfume,3,34836,0,104508.0,Debit Card,2025,9,11.557028471080423
South,Chennai,Kitchen,Juicer,3,76943,0,230829.0,Debit Card,2024,10,12.349436787838044
East,Patna,Books,Textbook,4,24517,10,88261.2,COD,2024,6,11.388067208866836
West,Ahmedabad,Sports,Tennis Racket,2,10782,5,20485.8,Credit Card,2025,1,9.927536055293267
North,Chandigarh,Beauty,Shampoo,2,64665,20,103464.0,Credit Card,2025,8,11.546988670245929
North,Jaipur,Furniture,Bed,2,22136,5,42058.4,COD,2025,2,10.646838183819705
North,Chandigarh,Furniture,Bed,1,68628,5,65196.6,Credit Card,2024,4,11.085177937421296
East,Ranchi,Furniture,Sofa,5,46409,5,220442.75,Net Banking,2025,8,12.30339783928416
North,Chandigarh,Furniture,Bed,4,34390,0,137560.0,Net Banking,2024,6,11.831822734074883
North,Amritsar,Sports,Cricket Bat,3,38240,20,91776.0,Net Banking,2025,8,11.427117000554714
South,Coimbatore,Toys,Doll,3,18812,20,45148.8,Debit Card,2024,11,10.717741129156472
West,Mumbai,Beauty,Lipstick,3,13633,15,34764.15,UPI,2025,3,10.45637072720812
South,Thiruvananthapuram,Clothing,Accessories,2,29494,10,53089.2,COD,2024,8,10.879747632758416
North,Amritsar,Toys,Board Game,1,47491,15,40367.35,Debit Card,2024,6,10.605801341077102
East,Bhubaneswar,Home Decor,Lamp,4,28562,15,97110.8,UPI,2023,12,11.483618171097802
East,Kolkata,Furniture,Table,4,45176,15,153598.4,Credit Card,2024,12,11.94210319343808
South,Chennai,Beauty,Foundation,1,62507,0,62507.0,COD,2025,1,11.043049827533192
East,Kolkata,Sports,Football,3,54885,15,139956.75,Credit Card,2024,8,11.849095870330682
South,Hyderabad,Beauty,Foundation,2,48780,5,92682.0,Net Banking,2024,2,11.43694034746568
East,Bhubaneswar,Groceries,Oil,5,78992,20,315968.0,UPI,2024,5,12.663399386490983
South,Hyderabad,Kitchen,Juicer,2,32994,15,56089.8,Debit Card,2024,9,10.93472708519261
West,Surat,Home Decor,Vase,2,39486,5,75023.4,Credit Card,2023,11,11.225568672942368
East,Guwahati,Electronics,Laptop,3,78278,15,199608.9,Credit Card,2025,5,12.204120240827898
South,Chennai,Sports,Football,1,35049,15,29791.65,UPI,2025,3,10.302016997776487
East,Kolkata,Books,Non-Fiction,2,67709,10,121876.2,Net Banking,2024,7,11.710769259419276
South,Bangalore,Furniture,Table,4,63345,10,228042.0,UPI,2024,5,12.337289486645723
South,Coimbatore,Kitchen,Cookware Set,1,66151,10,59535.9,Debit Card,2024,6,10.994351567376203
South,Coimbatore,Kitchen,Microwave,2,58390,5,110941.0,Net Banking,2024,2,11.616762821209482
West,Goa,Toys,Board Game,3,34017,20,81640.8,Credit Card,2024,6,11.310096664696406
West,Surat,Furniture,Sofa,2,40744,0,81488.0,Debit Card,2025,9,11.308223320794621
East,Patna,Home Decor,Lamp,2,54055,20,86488.0,UPI,2024,1,11.367772517203424
North,Chandigarh,Kitchen,Refrigerator,1,31617,15,26874.45,Debit Card,2023,11,10.198968509475828
West,Pune,Kitchen,Juicer,4,27630,5,104994.0,Debit Card,2025,2,11.561668008958218
South,Bangalore,Clothing,Kids Wear,2,31337,5,59540.3,UPI,2025,1,10.994425468392544
East,Kolkata,Clothing,Accessories,2,74144,5,140873.6,COD,2025,5,11.855625411941418
South,Thiruvananthapuram,Toys,Action Figure,1,12174,5,11565.3,Credit Card,2024,7,9.35585097647619
North,Amritsar,Clothing,Kids Wear,5,55124,5,261839.0,UPI,2024,5,12.475488909175063
South,Chennai,Kitchen,Cookware Set,3,68890,20,165336.0,Net Banking,2024,3,12.015741094212395
South,Chennai,Clothing,Kids Wear,2,34522,15,58687.4,UPI,2024,3,10.97999737129629
East,Bhubaneswar,Groceries,Oil,3,15297,10,41301.9,Debit Card,2024,2,10.628687994401638
North,Chandigarh,Books,Biography,1,74394,5,70674.3,Debit Card,2025,10,11.165851427335237
North,Amritsar,Furniture,Cabinet,3,51264,20,123033.6,UPI,2024,5,11.720220895609907
South,Bangalore,Clothing,Men's Wear,5,71207,10,320431.5,Debit Card,2025,1,12.677426924737457
North,Lucknow,Clothing,Kids Wear,5,59662,5,283394.5,COD,2024,7,12.554598727495854
South,Thiruvananthapuram,Toys,Doll,4,75843,5,288203.4,Credit Card,2024,9,12.57142522960659
West,Surat,Electronics,Mobile,1,47539,10,42785.1,Credit Card,2025,7,10.663968562466735
South,Bangalore,Sports,Tennis Racket,3,78549,5,223864.65,Credit Card,2024,11,12.318801374113415
South,Bangalore,Home Decor,Clock,4,34292,0,137168.0,COD,2024,1,11.828969021222068
East,Patna,Clothing,Accessories,2,53535,10,96363.0,UPI,2024,5,11.475887966867665
West,Goa,Sports,Cricket Bat,1,38686,15,32883.1,Credit Card,2025,6,10.40074453725998
East,Kolkata,Toys,Action Figure,5,50771,5,241162.25,Debit Card,2024,11,12.393229369042638
West,Ahmedabad,Sports,Yoga Mat,2,11405,5,21669.5,Credit Card,2024,8,9.983707167637546
East,Ranchi,Beauty,Foundation,2,63889,15,108611.3,UPI,2024,10,11.595539939737089
East,Patna,Groceries,Rice,5,22292,10,100314.0,UPI,2024,2,11.5160705141143
West,Mumbai,Kitchen,Mixer Grinder,2,60140,20,96224.0,Credit Card,2025,8,11.474444478151947
West,Ahmedabad,Toys,Action Figure,2,25502,20,40803.2,Debit Card,2023,12,10.616540296270644
East,Kolkata,Groceries,Rice,4,42773,20,136873.6,UPI,2024,4,11.826820457174202
East,Kolkata,Sports,Cricket Bat,5,21146,10,95157.0,COD,2025,4,11.463293946961898
North,Amritsar,Sports,Cricket Bat,2,79849,0,159698.0,Credit Card,2025,2,11.981046072442735
North,Lucknow,Clothing,Women's Wear,3,41591,10,112295.7,UPI,2025,9,11.628899754720416
North,Jaipur,Toys,Puzzle,1,17173,10,15455.7,COD,2024,7,9.645797845281818
West,Mumbai,Groceries,Rice,4,8489,10,30560.4,Net Banking,2025,5,10.327493053749466
South,Coimbatore,Home Decor,Vase,4,53664,0,214656.0,COD,2024,6,12.276796684348552
South,Coimbatore,Sports,Tennis Racket,1,62470,5,59346.5,Credit Card,2024,10,10.991165276151458
West,Pune,Sports,Dumbbells,5,18345,20,73380.0,Credit Card,2024,5,11.203420325507887
East,Bhubaneswar,Sports,Football,1,11787,15,10018.95,COD,2024,8,9.212333384606445
South,Hyderabad,Groceries,Spices,2,14992,20,23987.2,UPI,2023,10,10.085317321755728
West,Ahmedabad,Furniture,Sofa,2,52604,20,84166.4,UPI,2025,4,11.340562951862772
North,Jaipur,Sports,Tennis Racket,4,48951,15,166433.4,UPI,2024,2,12.022356516772614
East,Guwahati,Books,Non-Fiction,1,62525,0,62525.0,UPI,2025,2,11.043337749220482
West,Surat,Toys,RC Car,2,72207,5,137193.3,Net Banking,2025,4,11.829153448221392
East,Ranchi,Furniture,Chair,2,6537,5,12420.3,Debit Card,2025,2,9.427168019897238
East,Kolkata,Clothing,Women's Wear,4,12606,5,47902.8,Credit Card,2024,10,10.776950112193939
South,Thiruvananthapuram,Furniture,Sofa,5,21916,0,109580.0,UPI,2025,8,11.604419280803642
East,Patna,Toys,Action Figure,4,33930,5,128934.0,Credit Card,2025,6,11.767063680386661
West,Ahmedabad,Clothing,Shoes,4,31978,10,115120.8,Credit Card,2024,11,11.653745977297245
North,Delhi,Sports,Tennis Racket,4,71504,15,243113.6,Net Banking,2025,2,12.401288216090299
South,Bangalore,Books,Textbook,3,6748,5,19231.8,COD,2025,9,9.86437243380756
East,Kolkata,Furniture,Bed,1,27172,20,21737.6,COD,2025,8,9.986844761177494
North,Lucknow,Sports,Yoga Mat,2,9422,20,15075.2,Net Banking,2024,7,9.620872620417366
East,Ranchi,Clothing,Men's Wear,3,15194,10,41023.8,UPI,2024,5,10.621932040870236
East,Ranchi,Beauty,Perfume,5,27257,5,129470.75,Net Banking,2025,4,11.771217989606127
North,Jaipur,Electronics,Mobile,4,35540,10,127944.0,Net Banking,2024,10,11.759355763059627
West,Ahmedabad,Toys,Puzzle,2,19081,0,38162.0,COD,2025,2,10.549621738824321
South,Hyderabad,Clothing,Men's Wear,5,7721,0,38605.0,UPI,2025,1,10.56116298378782
East,Kolkata,Toys,Action Figure,3,5314,10,14347.8,Credit Card,2024,7,9.571421593997732
South,Thiruvananthapuram,Books,Textbook,5,33808,15,143684.0,Credit Card,2023,12,11.875378682485103
North,Jaipur,Electronics,Mobile,5,18349,10,82570.5,Net Banking,2025,4,11.32141986365073
East,Ranchi,Clothing,Women's Wear,3,4938,20,11851.2,UPI,2024,2,9.380268783340144
North,Chandigarh,Kitchen,Cookware Set,4,22056,20,70579.2,Debit Card,2025,3,11.164504930889173
South,Bangalore,Clothing,Women's Wear,2,61626,15,104764.2,Net Banking,2024,3,11.559476934655892
North,Jaipur,Groceries,Sugar,4,46513,0,186052.0,UPI,2024,1,12.133786858342429
North,Chandigarh,Electronics,Laptop,3,71994,15,183584.7,Net Banking,2024,3,12.12043686742496
East,Ranchi,Electronics,Laptop,1,9724,20,7779.2,COD,2025,5,8.959337323782893
North,Jaipur,Clothing,Men's Wear,5,35560,20,142240.0,UPI,2025,7,11.865278081094223
East,Guwahati,Furniture,Sofa,5,26114,15,110984.5,Credit Card,2024,10,11.617154841130917
East,Kolkata,Sports,Tennis Racket,5,59190,0,295950.0,UPI,2025,8,12.59794917906231
South,Bangalore,Groceries,Sugar,2,21758,0,43516.0,Debit Card,2024,11,10.68090694533025
East,Ranchi,Toys,Board Game,5,11362,5,53969.5,Debit Card,2024,10,10.896192879975926
West,Surat,Groceries,Oil,3,4902,5,13970.7,Debit Card,2024,6,9.544789134181748
East,Patna,Home Decor,Cushion,5,35330,0,176650.0,COD,2025,2,12.081931313682675
North,Jaipur,Kitchen,Microwave,1,60344,0,60344.0,COD,2024,8,11.007833373051998
South,Bangalore,Beauty,Perfume,5,65116,0,325580.0,COD,2025,2,12.69336655759952
North,Delhi,Books,Biography,1,51511,15,43784.35,UPI,2024,5,10.687054565529492
North,Amritsar,Clothing,Accessories,5,74352,5,353172.0,COD,2024,8,12.774713300848845
North,Jaipur,Books,Non-Fiction,3,34819,15,88788.45,UPI,2024,2,11.394023115615926
East,Ranchi,Furniture,Table,3,50549,0,151647.0,UPI,2024,5,11.929317324767315
North,Chandigarh,Books,Comics,2,47370,15,80529.0,Net Banking,2025,2,11.296385064789591
West,Surat,Furniture,Bed,4,62566,5,237750.8,Net Banking,2024,4,12.378982551356895
South,Hyderabad,Electronics,Mobile,4,27771,10,99975.6,COD,2024,2,11.512691437587957
West,Ahmedabad,Home Decor,Vase,2,20696,15,35183.2,UPI,2025,7,10.468352397180388
North,Chandigarh,Books,Non-Fiction,4,16614,10,59810.4,COD,2024,8,10.9989515572216
East,Kolkata,Home Decor,Lamp,1,52459,0,52459.0,COD,2024,1,10.867806253420865
East,Guwahati,Furniture,Chair,5,37036,15,157403.0,Net Banking,2023,11,11.966571027603147
West,Pune,Groceries,Oil,5,12910,20,51640.0,UPI,2025,4,10.852071209606546
South,Chennai,Electronics,Smartwatch,2,25197,5,47874.3,Net Banking,2023,10,10.776354992781851
East,Bhubaneswar,Furniture,Table,4,13131,5,49897.8,UPI,2024,1,10.817752233354257
East,Ranchi,Electronics,Smartwatch,3,42650,5,121552.5,COD,2024,12,11.708109774064386
West,Pune,Sports,Yoga Mat,1,9722,0,9722.0,UPI,2024,1,9.182249491809657
West,Ahmedabad,Toys,Doll,3,52458,15,133767.9,UPI,2024,5,11.803868963186375
South,Bangalore,Furniture,Sofa,3,37296,0,111888.0,UPI,2025,5,11.625262587412646
West,Pune,Beauty,Face Cream,1,26200,20,20960.0,Credit Card,2024,7,9.950418847220561
East,Bhubaneswar,Kitchen,Refrigerator,4,63437,0,253748.0,Credit Card,2024,6,12.44410086844367
South,Coimbatore,Sports,Cricket Bat,1,21457,15,18238.45,COD,2024,2,9.811342109664924
West,Surat,Books,Non-Fiction,3,43770,15,111613.5,Net Banking,2024,10,11.622806248804807
South,Chennai,Toys,RC Car,1,66334,15,56383.9,Credit Card,2024,8,10.93995667114349
South,Thiruvananthapuram,Clothing,Shoes,2,15293,0,30586.0,COD,2024,1,10.32833036107053
East,Kolkata,Kitchen,Cookware Set,4,8479,5,32220.2,COD,2023,10,10.380379899985286
North,Amritsar,Kitchen,Refrigerator,1,71520,0,71520.0,Debit Card,2024,4,11.177746391852555
North,Delhi,Clothing,Kids Wear,4,67045,10,241362.0,Net Banking,2024,7,12.39405730332149
East,Bhubaneswar,Home Decor,Clock,4,5980,10,21528.0,COD,2024,3,9.977156142461329
North,Amritsar,Electronics,Mobile,5,55578,10,250101.0,Net Banking,2024,7,12.429624113635017
East,Guwahati,Books,Textbook,4,5207,10,18745.2,COD,2025,10,9.838746344192225
North,Chandigarh,Electronics,Camera,4,18731,0,74924.0,Credit Card,2024,7,11.224242892184863
South,Hyderabad,Home Decor,Vase,2,54308,10,97754.4,Credit Card,2023,12,11.490223719288528
East,Guwahati,Books,Non-Fiction,1,12977,20,10381.6,COD,2025,5,9.247886607050146
West,Ahmedabad,Beauty,Lipstick,2,44567,5,84677.3,Net Banking,2024,9,11.346614649468636
North,Delhi,Toys,RC Car,3,65153,20,156367.2,Debit Card,2025,1,11.959968761611872
South,Bangalore,Beauty,Face Cream,3,45532,0,136596.0,Credit Card,2023,10,11.82479026394501
South,Coimbatore,Beauty,Lipstick,4,79338,0,317352.0,COD,2024,2,12.66776999797495
West,Goa,Home Decor,Vase,1,56926,5,54079.7,COD,2023,11,10.898232654420058
South,Chennai,Electronics,Smartwatch,5,10963,0,54815.0,Debit Card,2025,4,10.911737401123846
West,Pune,Furniture,Table,1,45870,15,38989.5,Net Banking,2025,2,10.571073305695393
West,Pune,Groceries,Spices,4,26461,20,84675.2,UPI,2024,6,11.346589849419034
North,Delhi,Home Decor,Clock,2,32782,10,59007.6,Debit Card,2024,8,10.98543847497737
North,Chandigarh,Groceries,Wheat,5,20811,20,83244.0,Debit Card,2024,7,11.329543345978953
West,Pune,Groceries,Rice,4,53463,5,203159.4,Debit Card,2025,8,12.221751093804757
North,Jaipur,Clothing,Kids Wear,5,40998,10,184491.0,COD,2024,4,12.125361381089023
West,Surat,Books,Non-Fiction,3,67236,0,201708.0,Credit Card,2024,9,12.214581343670675
North,Jaipur,Clothing,Kids Wear,2,74055,15,125893.5,Credit Card,2024,2,11.743199533613547
North,Jaipur,Sports,Football,4,41803,15,142130.2,COD,2024,3,11.864505853672158
North,Delhi,Kitchen,Refrigerator,2,59562,0,119124.0,Debit Card,2025,3,11.687928640956503
South,Chennai,Toys,Action Figure,2,17386,20,27817.6,Credit Card,2023,10,10.233460140702896
West,Ahmedabad,Kitchen,Mixer Grinder,5,49633,5,235756.75,Net Banking,2023,11,12.370560073762372
North,Chandigarh,Kitchen,Cookware Set,1,55908,20,44726.4,Debit Card,2025,4,10.708341568200481
